Molecule ChEMBL ID,Molecule Name,Molecular Weight,#RO5 Violations,AlogP,Compound Key,Smiles,IC50
CHEMBL3978133,,225.25,0,2.24,BDBM224637,O=c1[nH]nc2c3c(cccc13)NC1=C2CCC1,6
CHEMBL3929705,,243.24,0,2.09,BDBM207562,O=C1NN=C2CCCc3[nH]c4cc(F)cc1c4c32,6
CHEMBL521686,OLAPARIB,434.47,0,2.35,"47, KU0059436, AZD-2281",O=C(c1cc(Cc2n[nH]c(=O)c3ccccc23)ccc1F)N1CCN(C(=O)C2CC2)CC1,6
CHEMBL605929,,385.37,0,1.9,49,CN1CC(C(=O)Nc2ccc(-n3cc4cc(F)cc(C(N)=O)c4n3)cc2F)C1,6
CHEMBL494721,,479.51,0,1.86,32,O=C(c1cc(Cc2n[nH]c(=O)c3ccccc23)ccc1F)N1CCN(C(=O)N2CCOCC2)CC1,6
CHEMBL3929705,,243.24,0,2.09,34,O=C1NN=C2CCCc3[nH]c4cc(F)cc1c4c32,6
CHEMBL2407975,,422.53,0,2.79,10e,CCNC(=O)c1ccc(N2CCN(Cc3cc(C)c4c(c3)NC(=O)C(C)O4)CC2)cc1,6
CHEMBL203548,,444.58,0,4.41,26,O=C(c1cccc(Cc2nnc(O)c3ccccc23)c1)N1CCCN(C2CCCCC2)CC1,6
CHEMBL3910271,,346.33,0,2.82,BDBM240721,COc1ccc(-c2[nH]c(=O)c3cc(F)ccc3c2OCCN)cc1F,6
CHEMBL3924658,,479.51,0,2.23,BDBM191990,CN(C)C1(C(=O)N2CCN(C(=O)c3cc(Oc4n[nH]c(=O)c5ccccc45)ccc3F)CC2)CC1,6
CHEMBL3907218,,267.33,0,2.83,BDBM207561,CC(C)C1CC2=NNC(=O)c3cccc4[nH]c(c2c34)C1,6
CHEMBL4470724,,660.63,1,4.14,15,Nc1cc(C(F)(F)F)c(-c2nc3c(c(N4CCOCC4)n2)CCN(C(=O)c2cc(Cc4n[nH]c(=O)c5ccccc45)ccc2F)C3)cn1,6.026
CHEMBL3617769,,348.41,0,2.72,2,CCCNCc1ccc(-c2[nH]c3cccc4c3c2C(=O)NNC4=O)cc1,6.076
CHEMBL3952089,,239.28,0,2.63,BDBM224629,O=c1[nH]nc2c3c(cccc13)NC1=C2CCCC1,6.1
CHEMBL3763589,,339.4,0,4.22,13,O=c1[nH]nc2c3c(cccc13)NC(c1ccccc1)C2c1ccccc1,6.1
CHEMBL4163596,,488.49,0,3.39,17,O=C(c1ccccc1)N1CCN(C(=O)c2cc(Cc3n[nH]c(=O)c4ccccc34)cc(F)c2F)CC1,6.1
CHEMBL5081000,,452.53,0,2.68,9,CC(C)CN1CCN(C(=O)c2cc(Cn3c(=O)[nH]c(=O)c4ccccc43)ccc2F)C[C@@H]1C,6.1
CHEMBL5093731,,466.51,0,2.21,17,CC(C)C(=O)N1CCN(C(=O)c2cc(Cn3c(=O)[nH]c(=O)c4ccccc43)ccc2F)C[C@@H]1C,6.15
CHEMBL4097093,,515.55,1,2.73,P4,O=C(NO)c1ccc(CN2CCN(C(=O)c3cc(Cc4n[nH]c(=O)c5ccccc45)ccc3F)CC2)cc1,6.16
CHEMBL4097093,,515.55,1,2.73,96b,O=C(NO)c1ccc(CN2CCN(C(=O)c3cc(Cc4n[nH]c(=O)c5ccccc45)ccc3F)CC2)cc1,6.16
CHEMBL4531016,,616.66,1,4.02,17,O=C(c1cc(Cc2n[nH]c(=O)c3ccccc23)ccc1F)N1CCc2c(nc(-c3cccc4[nH]ncc34)nc2N2CCOCC2)C1,6.166
CHEMBL3763370,,377.83,0,3.61,41,Cn1ccnc1C1c2n[nH]c(=O)c3cc(Cl)cc(c23)NC1c1ccccc1,6.18
CHEMBL601260,,491.39,0,4.41,48,O=C(c1cc(Cc2c[nH]c(=O)c3cc(Cl)c(Cl)n23)ccc1F)N1CCC2(CCCCN2)CC1,6.2
CHEMBL4082114,,498.97,0,3.59,9e,CC(C)(C)OC(=O)N1CC[C@H](C(=O)Nc2cc(Cn3c(=O)[nH]c(=O)c4ccccc43)ccc2Cl)C1,6.2
CHEMBL3763661,,464.49,1,5.3,30,CN(C)Cc1ccc(C2Nc3cccc4c(=O)[nH]nc(c34)C2c2ccc(C(F)(F)F)cc2)cc1,6.29
CHEMBL3892363,,301.35,0,3.35,BDBM207560,O=C1NN=C2CC(c3ccccc3)Cc3[nH]c4cccc1c4c32,6.3
CHEMBL602535,,465.31,0,2.97,11,CC(=O)N1CCN(C(=O)c2cc(Cc3c[nH]c(=O)c4cc(Cl)c(Cl)n34)ccc2F)CC1,6.3
CHEMBL3972156,,253.31,0,2.59,BDBM207570,CC1(C)CC2=NNC(=O)c3cccc4[nH]c(c2c34)C1,6.3
CHEMBL3113568,,325.34,0,2.8,12,O=C1NCCn2c(-c3ccc(OCCF)cc3)nc3cccc1c32,6.3
CHEMBL3972156,,253.31,0,2.59,37,CC1(C)CC2=NNC(=O)c3cccc4[nH]c(c2c34)C1,6.3
CHEMBL3955370,,267.33,0,3.27,BDBM224628,CC1(C)CCC2=C(C1)c1n[nH]c(=O)c3cccc(c13)N2,6.3
CHEMBL4744783,,530.55,2,0.55,29,NC(=O)c1cccc2cc(C(=O)N3CCN(c4nc(-c5cnc(N)nc5)nc(N5CCOCC5)n4)CC3)oc12,6.3
CHEMBL3962648,,257.27,0,2.48,45,O=C1NN=C2CCCCc3[nH]c4cc(F)cc1c4c32,6.5
CHEMBL3962648,,257.27,0,2.48,BDBM207563,O=C1NN=C2CCCCc3[nH]c4cc(F)cc1c4c32,6.5
CHEMBL3929889,,342.42,0,2.76,60,CN(C)CCn1c2c3c4c(cc(F)cc41)C(=O)NN=C3CC(C)(C)C2,6.5
CHEMBL3929889,,342.42,0,2.76,BDBM207595,CN(C)CCn1c2c3c4c(cc(F)cc41)C(=O)NN=C3CC(C)(C)C2,6.5
CHEMBL3947623,,350.47,0,3.16,BDBM207585,CC1(C)CC2=NNC(=O)c3cccc4c3c2c(n4CCN2CCCC2)C1,6.6
CHEMBL4749094,,341.35,0,0.85,118,O=C1NN=C2CN(C(=O)[C@@H]3CCCN3)Cc3[nH]c4cc(F)cc1c4c32,6.6
CHEMBL3947623,,350.47,0,3.16,63,CC1(C)CC2=NNC(=O)c3cccc4c3c2c(n4CCN2CCCC2)C1,6.6
CHEMBL3617772,,338.34,0,2.08,5,CNCc1ccc(-c2[nH]c3cc(F)cc4c3c2C(=O)NNC4=O)cc1,6.643
CHEMBL3969742,,239.28,0,2.34,BDBM207557,O=C1NN=C2CCCCc3[nH]c4cccc1c4c32,6.7
CHEMBL1094959,,308.38,0,2.62,47,CC(C)NCc1ccc(-n2cc3cccc(C(N)=O)c3n2)cc1,6.7
CHEMBL3969742,,239.28,0,2.34,44,O=C1NN=C2CCCCc3[nH]c4cccc1c4c32,6.7
CHEMBL196450,,427.44,0,3.7,31,O=C1CC(c2ccccc2)C(=O)N1c1cc(Cc2n[nH]c(=O)c3ccccc23)ccc1F,6.8
CHEMBL196450,,427.44,0,3.7,36,O=C1CC(c2ccccc2)C(=O)N1c1cc(Cc2n[nH]c(=O)c3ccccc23)ccc1F,6.8
CHEMBL5080271,,466.51,0,2.21,16,CC(C)C(=O)N1CCN(C(=O)c2cc(Cn3c(=O)[nH]c(=O)c4ccccc43)ccc2F)C[C@H]1C,6.88
CHEMBL497571,,285.37,0,2.87,29,Cn1nc(-c2cccs2)c2c3c(c(=O)[nH]c21)CCCC3,6.9
CHEMBL493045,,366.4,0,1.7,6b,O=C(c1cc(Cc2n[nH]c(=O)c3ccccc23)ccc1F)N1CCNCC1,6.9
CHEMBL3735979,,596.4,1,3.86,5,O=C(c1ccc(I)cc1)N1CCN(C(=O)c2cc(Cc3n[nH]c(=O)c4ccccc34)ccc2F)CC1,7
CHEMBL521686,OLAPARIB,434.47,0,2.35,AZD-2281,O=C(c1cc(Cc2n[nH]c(=O)c3ccccc23)ccc1F)N1CCN(C(=O)C2CC2)CC1,7
CHEMBL611049,,326.78,0,2.82,16,O=C1NCC2c3c(cccc31)CCN2C(=O)c1ccc(Cl)cc1,7
CHEMBL1935261,,545.47,0,2.43,14,O=C(CN1CCC[C@H]1C(=O)O)c1ccc2[nH]c3c4c(c5c(c3c2c1)C(=O)NC5=O)CCC4.O=C(O)C(F)(F)F,7
CHEMBL380648,,380.42,0,2.09,14,O=C(c1cc(Cc2n[nH]c(=O)c3ccccc23)ccc1F)N1CCCNCC1,7
CHEMBL4776661,,310.4,0,2.28,69,CNCCn1c2c3c4c(cccc41)C(=O)NN=C3CC(C)(C)C2,7
CHEMBL426116,,408.48,0,3.23,30,CCN1CCCN(C(=O)c2cc(Cc3nnc(O)c4ccccc34)ccc2F)CC1,7
CHEMBL1935273,,529.59,1,3.99,26,CC(C)(C)OC(=O)[C@@H]1CCCN1C(=O)CCC(=O)c1ccc2[nH]c3c4c(c5c(c3c2c1)C(=O)NC5=O)CCC4,7
CHEMBL380648,,380.42,0,2.09,28,O=C(c1cc(Cc2n[nH]c(=O)c3ccccc23)ccc1F)N1CCCNCC1,7
CHEMBL4106657,,493.54,0,2.62,BDBM191991,CN(C)C1(C(=O)N2CCN(C(=O)c3cc(Oc4n[nH]c(=O)c5ccccc45)ccc3F)CC2)CCC1,7
CHEMBL3961901,,486.43,0,3.48,BDBM206083,C[C@H]1CN(C(=O)c2cc(Cc3n[nH]c(=O)c4ccccc34)ccc2F)Cc2nnc(C(F)(F)F)n21,7
CHEMBL594521,,385.26,0,2.86,28,O=C1NCC2c3c(cccc31)CCN2C(=O)Cc1ccc(Br)cc1,7
CHEMBL523887,,424.48,0,1.79,16,O=C(c1cc(Cc2n[nH]c(=O)c3ccccc23)ccc1F)N1CCCN(CCO)CC1,7
CHEMBL1173055,RUCAPARIB,323.37,0,2.98,2,CNCc1ccc(-c2[nH]c3cc(F)cc4c3c2CCNC4=O)cc1,7
CHEMBL5179574,,409.46,0,3.93,P18,O=C(/C=C/c1ccc(CCCCCCc2n[nH]c(=O)c3cc(F)ccc23)cc1)NO,7
CHEMBL521686,OLAPARIB,434.47,0,2.35,1; AZD2281,O=C(c1cc(Cc2n[nH]c(=O)c3ccccc23)ccc1F)N1CCN(C(=O)C2CC2)CC1,7
CHEMBL3933450,,378.36,0,2.91,BDBM207576,O=C1NN=C2CN(C(=O)OCc3ccccc3)Cc3[nH]c4cc(F)cc1c4c32,7
CHEMBL5190481,,418.88,0,3.61,8,O=c1[nH]c(CCCN2CCN(c3ccc(F)cc3F)CC2)nc2c(Cl)cccc12,7
CHEMBL604547,,437.3,0,3.23,42,NC1CCN(C(=O)c2cc(Cc3c[nH]c(=O)c4cc(Cl)c(Cl)n34)ccc2F)CC1,7.1
CHEMBL3907535,,268.32,0,1.84,100,CC(C)N1CC2=NNC(=O)c3cccc4[nH]c(c2c34)C1,7.1
CHEMBL3907535,,268.32,0,1.84,BDBM207600,CC(C)N1CC2=NNC(=O)c3cccc4[nH]c(c2c34)C1,7.1
CHEMBL4170845,,426.42,0,2.1,16,CC(=O)N1CCN(C(=O)c2cc(Cc3n[nH]c(=O)c4ccccc34)cc(F)c2F)CC1,7.1
CHEMBL3936349,,450.45,0,2.93,BDBM206076,CC1CN(C(=O)c2cc(Cc3n[nH]c(=O)c4ccccc34)ccc2F)Cc2nnc(CF)n21,7.15
CHEMBL589575,,494.35,0,3.1,25,CN(C)C(=O)N1CCN(C(=O)c2cc(Cc3c[nH]c(=O)c4cc(Cl)c(Cl)n34)ccc2F)CC1,7.2
CHEMBL3137320,TALAZOPARIB,380.36,0,2.63,5; BMN-673,Cn1ncnc1[C@H]1c2n[nH]c(=O)c3cc(F)cc(c23)N[C@@H]1c1ccc(F)cc1,7.2
CHEMBL3970252,,311.35,0,0.69,BDBM207617,CC(C)(N)C(=O)N1CC2=NNC(=O)c3cccc4[nH]c(c2c34)C1,7.2
CHEMBL3905682,,322.37,0,2.09,BDBM224643,CC1(C(=O)N2CCC3=C(C2)Nc2cccc4c(=O)[nH]nc3c24)CC1,7.2
CHEMBL3970252,,311.35,0,0.69,116,CC(C)(N)C(=O)N1CC2=NNC(=O)c3cccc4[nH]c(c2c34)C1,7.2
CHEMBL4758651,,332.82,0,2.46,15a,NC(=O)c1cc(Cl)c2cc(-c3cc4c(s3)CCNC4)cnn12,7.24
CHEMBL525167,,281.36,0,3.31,28,Cn1nc(-c2ccccc2)c2c1NC(=O)C1CCCCC21,7.3
CHEMBL3906623,,328.35,0,2.14,BDBM207607,CC(C)(C)C(=O)N1CC2=NNC(=O)c3cc(F)cc4[nH]c(c2c34)C1,7.3
CHEMBL3906623,,328.35,0,2.14,110,CC(C)(C)C(=O)N1CC2=NNC(=O)c3cc(F)cc4[nH]c(c2c34)C1,7.3
CHEMBL4758337,,597.56,2,2.18,30,NC(=O)c1cccc2cc(C(=O)N3CCN(c4nc(-c5cnc(N)cc5C(F)(F)F)nc(N5CCOCC5)n4)CC3)oc12,7.3
CHEMBL4758337,,597.56,2,2.18,6,NC(=O)c1cccc2cc(C(=O)N3CCN(c4nc(-c5cnc(N)cc5C(F)(F)F)nc(N5CCOCC5)n4)CC3)oc12,7.3
CHEMBL3764464,,364.4,0,3.82,38,O=c1[nH]nc2c3c(cccc13)NC(c1ccc(F)cc1)C2c1nccs1,7.35
CHEMBL3735979,,596.4,1,3.86,5,O=C(c1ccc(I)cc1)N1CCN(C(=O)c2cc(Cc3n[nH]c(=O)c4ccccc34)ccc2F)CC1,7.4
CHEMBL4098745,,387.46,0,2.33,14c,NC(=O)c1cc(F)cc2[nH]c(C(=O)N3CCC(NC4CCCCC4)CC3)nc12,7.54
CHEMBL3915929,,239.28,0,2.2,BDBM207558,CC1CC2=NNC(=O)c3cccc4[nH]c(c2c34)C1,7.6
CHEMBL3978225,,240.27,0,1.05,BDBM224641,O=c1[nH]nc2c3c(cccc13)NC1=C2CCNC1,7.6
CHEMBL3765661,,364.34,0,1.28,62,Cn1ncnc1C1c2n[nH]c(=O)c3cc(F)cc(c23)NC1c1cncnc1,7.62
CHEMBL4551630,,592.64,1,3.12,16,Nc1ccc(-c2nc3c(c(N4CCOCC4)n2)CCN(C(=O)c2cc(Cc4n[nH]c(=O)c5ccccc45)ccc2F)C3)cn1,7.943
CHEMBL4291682,,330.39,0,2.48,26,Cc1c(-c2nc3c(C(N)=O)cc(F)cc3[nH]2)sc2c1CCNC2,8
CHEMBL3893271,,364.45,0,2.97,BDBM224644,CC1(C)C(C(=O)N2CCC3=C(C2)Nc2cccc4c(=O)[nH]nc3c24)C1(C)C,8
CHEMBL593853,,298.32,0,1.98,36,CNCc1ccc(-n2cc3c(F)ccc(C(N)=O)c3n2)cc1,8
CHEMBL201869,,395.46,0,4.12,5,O=C(c1cccc(Cc2nnc(O)c3ccccc23)c1)N1CCc2ccccc2C1,8
CHEMBL204097,,472.59,0,4.04,10,CC1CCN(C(=O)C2CCN(C(=O)c3cccc(Cc4nnc(O)c5ccccc45)c3)CC2)CC1,8
CHEMBL493499,,458.52,0,1.76,30,CCS(=O)(=O)N1CCN(C(=O)c2cc(Cc3n[nH]c(=O)c4ccccc34)ccc2F)CC1,8
CHEMBL382744,,570.59,1,4.48,17,O=C(c1cccc(Cc2nnc(O)c3ccccc23)c1)N1CCCN(S(=O)(=O)c2cccc(C(F)(F)F)c2)CC1,8
CHEMBL481881,,444.54,0,2.99,3,O=C(c1cccc(Cc2n[nH]c(=O)c3ccccc23)c1)N1CCN(C(=O)C2CCCC2)CC1,8
CHEMBL2237228,,329.43,0,1.36,9j,O=C(c1ccc2[nH]c(=O)c3c(c2c1)CCSC3)N1CCNCC1,8
CHEMBL204862,,511.58,1,4.31,22,COc1ccc(NC(=O)N2CCCN(C(=O)c3cccc(Cc4nnc(O)c5ccccc45)c3)CC2)cc1,8
CHEMBL383070,,524.62,1,4.24,20,COc1cccc(CCC(=O)N2CCCN(C(=O)c3cccc(Cc4nnc(O)c5ccccc45)c3)CC2)c1,8
CHEMBL1935258,,519.43,0,1.89,11,CN(CC(=O)O)CC(=O)c1ccc2[nH]c3c4c(c5c(c3c2c1)C(=O)NC5=O)CCC4.O=C(O)C(F)(F)F,8
CHEMBL401843,,377.46,0,4.09,4f,Cc1cccc2c(=O)[nH]c(CCCN3CC=C(c4ccc(F)cc4)CC3)nc12,8
CHEMBL492470,,461.52,0,1.72,31,O=C(c1cccc(Cc2n[nH]c(=O)c3ccccc23)c1)N1CCN(C(=O)N2CCOCC2)CC1,8
CHEMBL494874,,493.54,0,2.25,20,O=C(c1cc(Cc2n[nH]c(=O)c3ccccc23)ccc1F)N1CCCN(C(=O)N2CCOCC2)CC1,8
CHEMBL596389,,306.36,0,2.1,9,O=C1NCC2c3c(cccc31)CCN2C(=O)Cc1ccccc1,8
CHEMBL202833,,500.62,1,4.2,12,O=C(NCCc1cccs1)C1CCN(C(=O)c2cccc(Cc3nnc(O)c4ccccc34)c2)CC1,8
CHEMBL4749300,,348.36,0,1.06,114,O=C1NN=C2CN(S(=O)(=O)C3CC3)Cc3[nH]c4cc(F)cc1c4c32,8
CHEMBL3970441,,466.51,0,3.58,BDBM191984,CCC(CC)C(=O)N1CCN(C(=O)c2cc(Oc3n[nH]c(=O)c4ccccc34)ccc2F)CC1,8
CHEMBL521686,OLAPARIB,434.47,0,2.35,1,O=C(c1cc(Cc2n[nH]c(=O)c3ccccc23)ccc1F)N1CCN(C(=O)C2CC2)CC1,8
CHEMBL5196187,,383.44,0,3.69,17,CCc1cc2ccc(CN3CCN(c4ccc(F)cc4F)CC3)cc2[nH]c1=O,8
CHEMBL5183769,,406.49,0,1.56,20,CCc1cc2ccc(CN3CCN(c4cnc(C(=O)NC)nc4)CC3)cc2[nH]c1=O,8
CHEMBL1094636,NIRAPARIB,320.4,0,2.59,3; MK-4827,NC(=O)c1cccc2cn(-c3ccc([C@@H]4CCCNC4)cc3)nc12,8.05
CHEMBL521686,OLAPARIB,434.47,0,2.35,AZD-2281,O=C(c1cc(Cc2n[nH]c(=O)c3ccccc23)ccc1F)N1CCN(C(=O)C2CC2)CC1,8.1
CHEMBL5180001,,432.53,0,1.81,8d,CCc1cc2ncc(CN3CC4CN(c5ccc(C(=O)NC)nc5)CC4C3)cc2[nH]c1=O,8.14
CHEMBL5088800,,438.5,0,2.43,7,CCCN1CCN(C(=O)c2cc(Cn3c(=O)[nH]c(=O)c4ccccc43)ccc2F)C[C@@H]1C,8.17
CHEMBL590088,,463.34,0,3.63,50,O=C(c1cc(Cc2c[nH]c(=O)c3cc(Cl)c(Cl)n23)ccc1F)N1CCC2(CCN2)CC1,8.2
CHEMBL4107982,,280.33,0,1.94,138,C[C@]12CCCN1CC1=NNC(=O)c3cccc4[nH]c2c1c34,8.2
CHEMBL5185911,,367.38,0,2.12,55a,COC1CN(C(=O)c2cc(Cc3n[nH]c(=O)c4ccccc34)ccc2F)C1,8.2
CHEMBL365077,,375.47,0,4.07,25,COc1ccc(C2=CCN(CCCc3nc(O)c4ccccc4n3)CC2)cc1,8.3
CHEMBL3930740,,268.32,0,1.84,BDBM207611,CCCN1CC2=NNC(=O)c3cccc4[nH]c(c2c34)C1,8.3
CHEMBL5192888,,683.83,1,4.62,20d,C[C@H]1CCC[C@]2(C)CC3OC(=O)C(CNCCCC(=O)N4CCN(C(=O)c5cc(Cc6n[nH]c(=O)c7ccccc67)ccc5F)CC4)C3C=C12,8.33
CHEMBL521686,OLAPARIB,434.47,0,2.35,AZD-2281,O=C(c1cc(Cc2n[nH]c(=O)c3ccccc23)ccc1F)N1CCN(C(=O)C2CC2)CC1,8.39
CHEMBL4547590,,444.47,0,2.78,96d,O=C(c1cc(Cc2n[nH]c(=O)c3ccccc23)ccc1F)N1CCn2c(nnc2C2CC2)C1,8.41
CHEMBL3931542,,244.23,0,0.86,BDBM207598,O=C1NN=C2CNCc3[nH]c4cc(F)cc1c4c32,8.5
CHEMBL323488,,423.49,0,1.87,12,O=C(CCn1c2c(c(=O)[nH]c1=O)CSCC2)NCC(=O)c1ccc2ccccc2c1,8.5
CHEMBL3931542,,244.23,0,0.86,78,O=C1NN=C2CNCc3[nH]c4cc(F)cc1c4c32,8.5
CHEMBL248648,,405.93,1,5,90,O=c1[nH]c(C2=C[C@@H](N3CCC(c4ccccc4)CC3)CC2)nc2c(Cl)cccc12,8.7
CHEMBL3939375,,330.39,0,2.97,BDBM224645,O=c1[nH]nc2c3c(cccc13)NC1=C2CCN(Cc2ccccc2)C1,8.7
CHEMBL248648,,405.93,1,5,(S)16d,O=c1[nH]c(C2=C[C@@H](N3CCC(c4ccccc4)CC3)CC2)nc2c(Cl)cccc12,8.7
CHEMBL4848869,,692.78,2,3.49,9b,Nc1ncc(-c2nc(N3CCOCC3)c3sc(CN4CCN(C(=O)c5cc(Cc6n[nH]c(=O)c7ccccc67)ccc5F)CC4)cc3n2)cn1,8.8
CHEMBL3955609,,360.37,0,2.77,BDBM207575,O=C1NN=C2CN(C(=O)OCc3ccccc3)Cc3[nH]c4cccc1c4c32,8.9
CHEMBL251028,,379.89,0,4.3,4c,O=c1[nH]c(CCCN2CC=C(c3ccc(Cl)cc3)CC2)nc2ccccc12,8.9
CHEMBL251027,,363.44,0,3.78,19,O=c1[nH]c(CCCN2CC=C(c3ccc(F)cc3)CC2)nc2ccccc12,8.9
CHEMBL195758,,369.53,0,3.21,10d,O=C1NC(CCCN2CC=C(c3ccccc3)CC2)=NC2CCSCC12,8.9
CHEMBL204866,,532,1,3.97,21,COc1cc(C(=O)N2CCCN(C(=O)c3cccc(Cc4nnc(O)c5ccccc45)c3)CC2)cc(Cl)n1,9
CHEMBL201981,,474.61,0,4.28,15,CCC(C)CN(C)C(=O)C1CCN(C(=O)c2cccc(Cc3nnc(O)c4ccccc34)c2)CC1,9
CHEMBL1098299,,320.4,0,2.59,20,NC(=O)c1cccc2cn(-c3ccc(C4CCNCC4)cc3)nc12,9
CHEMBL201913,,362.43,0,2.36,7,O=C(c1cccc(Cc2nnc(O)c3ccccc23)c1)N1CCCNCC1,9
CHEMBL597925,,515.39,1,2.77,26,CCS(=O)(=O)N1CCN(C(=O)c2cc(Cc3c[nH]c(=O)c4cc(Cl)c(Cl)n34)ccc2F)CC1,9
CHEMBL595693,,308.34,0,2.53,13,O=C1NCC2c3c(cccc31)CCN2C(=O)Oc1ccccc1,9
CHEMBL339695,,145.16,0,1.94,3,Oc1nccc2ccccc12,9
CHEMBL1935272,,419.44,0,1.76,25,O=C(CCC(=O)c1ccc2[nH]c3c4c(c5c(c3c2c1)C(=O)NC5=O)CCC4)NCCO,9
CHEMBL3921646,,479.51,0,3.22,BDBM191985,O=C(c1cc(Oc2n[nH]c(=O)c3ccccc23)ccc1F)N1CCN(C(=O)N2CCCCC2)CC1,9
CHEMBL202758,,394.45,0,2.84,29,CN1CCCN(C(=O)c2cc(Cc3nnc(O)c4ccccc34)ccc2F)CC1,9
CHEMBL590579,,492.34,0,2.32,51,O=C(c1cc(Cc2c[nH]c(=O)c3cc(Cl)c(Cl)n23)ccc1F)N1CCC2(CC1)NCNC2=O,9
CHEMBL1098299,,320.4,0,2.59,17,NC(=O)c1cccc2cn(-c3ccc(C4CCNCC4)cc3)nc12,9
CHEMBL203765,,494.6,0,4.44,9,CN(Cc1ccccc1)C(=O)C1CCN(C(=O)c2cccc(Cc3nnc(O)c4ccccc34)c2)CC1,9
CHEMBL611621,,331.38,0,1.97,30,N#Cc1ccc(CC(=O)N2CCc3cccc4c3C2CNC4=O)cc1,9
CHEMBL595680,,315.37,0,0.72,48,CN(C)C(=O)CCC(=O)N1CCc2cccc3c2C1CNC3=O,9
CHEMBL3644565,,394.87,0,2.85,BDBM139634,O=c1[nH]nc2c3c(cccc13)N=C(CN1CCN(c3ccc(Cl)cc3)CC1)N2,9
CHEMBL5191396,,387.49,0,3.05,10,Cc1cnc(N2CCN(Cc3ccc4c(c3)[nH]c(=O)c3ccccc34)CC2)n1C,9
CHEMBL5193246,,400.91,0,2.37,9,Cc1cnc(N2CCN(CCCc3nc4c(Cl)cccc4c(=O)[nH]3)CC2)n1C,9
CHEMBL3137320,TALAZOPARIB,380.36,0,2.63,4,Cn1ncnc1[C@H]1c2n[nH]c(=O)c3cc(F)cc(c23)N[C@@H]1c1ccc(F)cc1,9
CHEMBL5177596,,391.52,0,2.77,13,Cc1cnc(N2CCN(Cc3ccc4c5c(c(=O)[nH]c4c3)CCCC5)CC2)n1C,9
CHEMBL5088601,,466.51,0,2.35,39,CCC(=O)N1CCN(C(=O)c2cc(Cn3c(=O)[nH]c(=O)c4ccccc43)ccc2F)C[C@@H]1CC,9.01
CHEMBL3901034,,271.3,0,2.73,BDBM207571,CC1(C)CC2=NNC(=O)c3c(F)ccc4[nH]c(c2c34)C1,9.1
CHEMBL3901034,,271.3,0,2.73,39,CC1(C)CC2=NNC(=O)c3c(F)ccc4[nH]c(c2c34)C1,9.1
CHEMBL372303,PJ34,295.34,0,2.18,PJ34,CN(C)CC(=O)Nc1ccc2[nH]c(=O)c3ccccc3c2c1,9.1
CHEMBL4859625,,629.72,1,4.03,23g,Cc1c(CN2CCN(C(=O)c3cc4cccc(C(N)=O)c4o3)CC2)sc2c(N3CCOCC3)nc(-c3ccc(N)c(F)c3)nc12,9.18
CHEMBL3978425,,308.39,0,2.76,BDBM207608,O=C1NN=C2CN(C3CCCCC3)Cc3[nH]c4cccc1c4c32,9.2
CHEMBL1171298,,446.59,1,5.06,106,CCc1cc2cc(C(CCN3CCCCC3)Cc3ccc4c(c3)OCCO4)ccc2[nH]c1=O,9.204
CHEMBL4460557,,367.48,0,2.23,MC2050,O=c1[nH]c(SCCN2CCN(c3ccccn3)CC2)nc2ccccc12,9.3
CHEMBL3765357,,343.39,0,2.96,34,Cn1ccnc1C1Nc2cccc3c(=O)[nH]nc(c23)C1c1ccccc1,9.45
CHEMBL195966,,380.38,0,1.87,34,CN1CC(=O)N(c2cc(Cc3nnc(O)c4ccccc34)ccc2F)C(=O)C1,9.5
CHEMBL4541731,,690.66,2,3.3,2,Nc1cc(C(F)(F)F)c(-c2nc(N3CCOCC3)nc(N3CCN(C(=O)c4cc(Cc5n[nH]c(=O)c6ccccc56)ccc4F)CC3)n2)cn1,9.55
CHEMBL3763164,,438.58,1,5.41,28,CC(C)c1ccc(C2c3n[nH]c(=O)c4cccc(c34)NC2c2ccc(CN(C)C)cc2)cc1,9.59
CHEMBL4541731,,690.66,2,3.3,28,Nc1cc(C(F)(F)F)c(-c2nc(N3CCOCC3)nc(N3CCN(C(=O)c4cc(Cc5n[nH]c(=O)c6ccccc56)ccc4F)CC3)n2)cn1,9.6
CHEMBL4176518,,438.48,0,2.96,23,O=C(c1cc(Cc2n[nH]c(=O)c3ccccc23)cc(F)c1F)N1CCN(CC2CC2)CC1,9.7
CHEMBL598357,,426.54,0,3.21,9,CCN1CCCC12CCN(C(=O)c1cc(Cc3n[nH]c(=O)c(C)c3C)ccc1F)CC2,9.7
CHEMBL197192,,379.39,0,3.35,30,CC1(C)CC(=O)N(c2cc(Cc3nnc(O)c4ccccc34)ccc2F)C1=O,9.8
CHEMBL3105402,,396.47,0,1.9,2e,O=C(CCc1nc2ccccc2c(=O)[nH]1)N1CCN(C(=O)c2cccs2)CC1,9.8
CHEMBL4784468,,326.33,0,1.9,105,CC1(C(=O)N2CC3=NNC(=O)c4cc(F)cc5[nH]c(c3c45)C2)CC1,9.8
CHEMBL4084234,,479.42,0,0.68,10d,O=C(Nc1cncc(Cn2c(=O)[nH]c(=O)c3ccccc32)c1)[C@H]1CCNC1.O=C(O)C(F)(F)F,9.9
CHEMBL4748572,,327.32,0,0.59,115,NC1(C(=O)N2CC3=NNC(=O)c4cc(F)cc5[nH]c(c3c45)C2)CC1,9.9
